Geweke_Z_score,best_llh,best_post,best_pri,caset,disc,gen_e,gen_llh,gen_llh_with_model_e,gen_post,gen_pri,model_e,mx_f,mx_precision,mx_recall,n_genes,n_tumors,prog_f,prog_precision,prog_recall,spent_time,star_llh,star_post,star_pri,tree_depth,tree_idx,tree_size,w_mx_f,w_mx_precision,w_mx_recall,w_prog_f,w_prog_precision,w_prog_recall
0.068,-1369.2143,-1369.2143,0.0,0.028484848484848484,0.14997835497835493,0.01,-1682.115308667602,-1371.259695404339,-1682.115308667602,0.0,0.039410454853336115,0.6666666666666665,0.6,0.75,11.0,300.0,1.0,1.0,1.0,36302.0,-1698.0777,-1698.0777,0.0,2.0,55.0,1.571,0.92016841897967,0.8864235889934444,0.9565841576493139,1.0,1.0,1.0
0.06,-43.9143,-43.9143,0.0,0.6111111111111112,0.7825925925925923,0.02,-52.36992918769163,-45.56671671223296,-52.36992918769163,0.0,0.062253314352221076,0.0,0.0,0.0,10.0,10.0,0.09523809523809525,0.1111111111111111,0.08333333333333333,1453.0,-51.3505,-51.3505,0.0,2.0,55.0,1.571,0.0,0.0,0.0,0.1662382312598768,0.15678548577193602,0.1769039372491637
0.003,-126.8056,-126.8056,0.0,0.48982683982683983,0.3977922077922077,0.02,-157.5855567251931,-128.6446080792896,-157.5855567251931,0.0,0.04426835330268317,0.5,0.5,0.5,11.0,30.0,0.6666666666666666,0.6111111111111112,0.7333333333333333,4192.0,-151.2375,-151.2375,0.0,2.0,55.0,1.571,0.8099294356913287,0.8629571607221037,0.7630414181288231,0.587363154725113,0.4306326852324523,0.9234601182130335
0.044,-483.0742,-483.0742,0.0,0.2727272727272727,0.2955194805194803,0.02,-538.6569733698152,-433.85992275502775,-538.6569733698152,0.0,0.039667004818598466,0.8571428571428571,1.0,0.75,11.0,100.0,0.5217391304347827,0.75,0.4,12855.0,-529.6002,-529.6002,0.0,2.0,55.0,1.571,0.9786186540098277,1.0,0.9581324917003566,0.6631662803579076,0.9607719833469948,0.5063277817039649
0.077,-1358.5885,-1358.5885,0.0,0.0,0.0,0.02,-1649.1689317739508,-1359.207888037428,-1649.1689317739508,0.0,0.038937698245136154,1.0,1.0,1.0,11.0,300.0,1.0,1.0,1.0,35040.0,-1647.6837,-1647.6837,0.0,2.0,55.0,1.571,1.0,1.0,1.0,1.0,1.0,1.0
0.126,-32.2669,-32.2669,0.0,0.46363160648874935,0.5755363683935111,0.001,-52.59132397847136,-32.63074478349837,-52.59132397847136,0.0,0.0051873028268848275,0.0,0.0,0.0,14.0,10.0,0.30769230769230765,0.5,0.2222222222222222,2000.0,-45.2205,-45.2205,0.0,3.972,56.0,1.241,0.0,0.0,0.0,0.4505112118669795,0.5639001938878805,0.3750884684958685
0.078,-118.3958,-118.3958,0.0,0.4225238095238095,0.7589735449735461,0.001,-241.94538369024258,-134.00654932400417,-241.94538369024258,0.0,0.00103625693829423,0.0,0.0,0.0,25.0,30.0,0.08421052631578947,0.12903225806451613,0.0625,10791.0,-155.2864,-155.2864,0.0,3.972,56.0,1.241,0.0,0.0,0.0,0.03502358796148368,0.03133763801964793,0.03969220680479749
0.563,-314.3133,-314.3133,0.0,0.26679841897233203,0.46293867529045407,0.001,-720.7298299080453,-322.7082818470746,-720.7298299080453,0.0,0.0006136551934143036,0.5454545454545454,0.6,0.5,23.0,100.0,0.3636363636363636,0.45714285714285713,0.3018867924528302,34539.0,-401.1672,-401.1672,0.0,3.972,56.0,1.241,0.7300663622047211,0.9994007907798639,0.5750836648801331,0.914804758463711,0.9688647205740656,0.8664587644545145
0.949,-1116.3742,-1116.3742,0.0,0.1604723707664884,0.2833689631817982,0.001,-3026.751858159763,-1151.151683512431,-3026.751858159763,0.0,0.0006232622708226904,0.9090909090909091,1.0,0.8333333333333334,34.0,300.0,0.6844444444444445,0.7403846153846154,0.6363636363636364,142165.0,-1557.6169,-1557.6169,0.0,3.972,56.0,1.241,0.9993987356619062,1.0,0.9987981939269455,0.9718826029800524,0.9842454815018682,0.9598264462789153
0.263,-34.8059,-34.8059,0.0,0.4532967032967033,0.7628572559128104,0.01,-85.4451952370697,-61.19583590741176,-85.4451952370697,0.0,0.0005416575278781848,0.0,0.0,0.0,27.0,10.0,0.03883495145631068,0.08695652173913043,0.025,4954.0,-47.2351,-47.2351,0.0,3.972,56.0,1.241,0.0,0.0,0.0,0.16731449792323735,0.1265113486161826,0.24696800243070746
0.077,-94.0641,-94.0641,0.0,0.42596825396825394,0.7412724867724875,0.01,-230.04349030734642,-130.95084305921662,-230.04349030734642,0.0,0.0005851702699709396,0.0,0.0,0.0,25.0,30.0,0.18181818181818182,0.3,0.13043478260869565,9580.0,-114.8609,-114.8609,0.0,3.972,56.0,1.241,0.0,0.0,0.0,0.3041158715479017,0.2534298586425802,0.38014491664141353
0.63,-462.6046,-462.6046,0.0,0.20261437908496732,0.4776546561974366,0.01,-1039.918148002816,-498.3811302390581,-1039.918148002816,0.0,0.0006657015268224059,0.4615384615384615,0.5,0.42857142857142855,34.0,100.0,0.4000000000000001,0.8611111111111112,0.2605042016806723,44991.0,-565.6454,-565.6454,0.0,3.972,56.0,1.241,0.9465633555570979,0.9934199409057854,0.9039278393859373,0.5881129839819282,0.9387309497003555,0.428184995839663
0.599,-1587.0114,-1587.0114,0.0,0.25206916099773236,0.4463429647953449,0.01,-3328.9449858772628,-1613.7147177833526,-3328.9449858772628,0.0,0.0012473635906618378,0.6153846153846153,0.6666666666666666,0.5714285714285714,36.0,300.0,0.46231155778894467,0.7419354838709677,0.3357664233576642,140379.0,-1958.0911,-1958.0911,0.0,3.972,56.0,1.241,0.9656833096012444,0.9930592105610364,0.9397762721583954,0.8313394743679133,0.919611418091636,0.7585295103612275
0.097,-62.8781,-62.8781,0.0,0.3845897435897435,0.7383168498168526,0.02,-101.02446790997111,-111.79001637176445,-101.02446790997111,0.0,0.0009662216975593965,0.0,0.0,0.0,26.0,10.0,0.2,0.3333333333333333,0.14285714285714285,3247.0,-77.8167,-77.8167,0.0,3.972,56.0,1.241,0.0,0.0,0.0,0.15448890504040183,0.2030532983903188,0.12467120859509138
0.673,-177.6566,-177.6566,0.0,0.3392812049062049,0.7679276873168883,0.02,-318.86383601016723,-214.86095529176697,-318.86383601016723,0.0,0.0018321922727914724,0.0,0.0,0.0,33.0,30.0,0.1282051282051282,0.24390243902439024,0.08695652173913043,13924.0,-206.7908,-206.7908,0.0,3.972,56.0,1.241,0.0,0.0,0.0,0.0964636709564933,0.14723939989621326,0.07172812050733786
0.311,-568.0404,-568.0404,0.0,0.23907563025210085,0.5993716274388567,0.02,-1094.545279534857,-640.6024470563425,-1094.545279534857,0.0,0.0010408932606849758,0.30769230769230765,0.3333333333333333,0.2857142857142857,35.0,100.0,0.23684210526315788,0.75,0.140625,45023.0,-638.639,-638.639,0.0,3.972,56.0,1.241,0.6316240088083962,0.711212924295702,0.568055277265487,0.44584439572407697,0.9279145339095961,0.2934113418692572
1.146,-1887.6497,-1887.6497,0.0,0.18777903754094227,0.4152625769292447,0.02,-3396.5609629157334,-1920.6683907098745,-3396.5609629157334,0.0,0.005038934424588684,0.5,0.6,0.42857142857142855,36.0,300.0,0.5741626794258374,0.8333333333333334,0.43795620437956206,139332.0,-2135.6844,-2135.6844,0.0,3.972,56.0,1.241,0.7790061539758296,0.7577006168448613,0.801544523658084,0.8641863174105385,0.9459236841411873,0.7954512866434696
0.007,-64.3883,-64.3883,0.0,0.35809523809523813,0.5573960695389264,0.001,-85.35070724225912,-78.41754641800772,-85.35070724225912,0.0,0.038592868792921356,0.631578947368421,0.6666666666666666,0.6,15.0,10.0,0.07692307692307693,0.2,0.047619047619047616,2172.0,-70.439,-70.439,0.0,1.95,57.0,2.5,0.7049772377423542,0.6307852079380412,0.7989483719364863,0.05850236511864973,0.24526392837063535,0.03321220660864812
0.186,-144.0119,-144.0119,0.0,0.1337037037037037,0.36866732804232777,0.001,-231.59930252153703,-175.96390714579377,-231.59930252153703,0.0,0.01256077529829844,0.631578947368421,0.8571428571428571,0.5,16.0,30.0,0.8571428571428572,0.9130434782608695,0.8076923076923077,5775.0,-194.6037,-194.6037,0.0,1.95,57.0,2.5,0.9385414589589226,0.9771116457816554,0.9029006527035783,0.9846639337755079,0.9789703727479843,0.9904241081997214
0.261,-548.0841,-548.0841,0.0,0.10578947368421053,0.17259569377990433,0.001,-864.4081618251603,-555.9675887205036,-864.4081618251603,0.0,0.005,0.9444444444444444,1.0,0.8947368421052632,20.0,100.0,0.8157894736842106,0.775,0.8611111111111112,20048.0,-783.0071,-783.0071,0.0,1.95,57.0,2.5,0.9932818475044227,1.0,0.9866533597731927,0.9896534918153951,0.9900544094246526,0.9892528987738893
0.17,-1687.16,-1687.16,0.0,0.042105263157894736,0.07004385964912278,0.001,-2576.1913330936986,-1694.1068742647128,-2576.1913330936986,0.0,0.0037125108782477306,0.972972972972973,1.0,0.9473684210526315,20.0,300.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,49372.0,-2320.8338,-2320.8338,0.0,1.95,57.0,2.5,0.9986176313508535,1.0,0.997239079311909,0.9976616590234946,0.9989347158538572,0.9963918428671951
0.192,-48.627,-48.627,0.0,0.9547576960076956,0.8032036135161135,0.01,-80.53538207536201,-67.66271687724722,-80.53538207536201,0.0,0.03790122847890588,0.11764705882352941,0.2,0.08333333333333333,16.0,10.0,0.17475728155339804,0.11538461538461539,0.36,2101.0,-72.387,-72.387,0.0,1.95,57.0,2.5,0.28393312519877134,0.2991194143021059,0.27021434606570643,0.15690695062466903,0.10755292581378804,0.2899677026437283
0.391,-159.6231,-159.6231,0.0,0.7379716125330166,0.5982920263622018,0.01,-250.39804221589614,-182.08438027529488,-250.39804221589614,0.0,0.0030801945503722283,0.6666666666666666,0.7333333333333333,0.6111111111111112,19.0,30.0,0.3931623931623932,0.27710843373493976,0.6764705882352942,5459.0,-215.4239,-215.4239,0.0,1.95,57.0,2.5,0.9068102889154542,0.9306917749933881,0.8841237354855405,0.47387690050109726,0.3225803725410034,0.8924565388886493
0.284,-578.1712,-578.1712,0.0,0.3047744360902255,0.37695555175818296,0.01,-858.0003665107935,-593.443436062576,-858.0003665107935,0.0,0.000808676622085503,0.8823529411764706,1.0,0.7894736842105263,20.0,100.0,0.6105263157894737,0.4915254237288136,0.8055555555555556,19915.0,-766.4627,-766.4627,0.0,1.95,57.0,2.5,0.9861668820344207,1.0,0.9727112525317031,0.7714835539963465,0.6663633442934881,0.9159815584798322
0.182,-1829.0352,-1829.0352,0.0,0.07684210526315788,0.11337780640412226,0.01,-2605.672872963426,-1832.321394277375,-2605.672872963426,0.0,0.011188332844722548,0.8780487804878049,0.8181818181818182,0.9473684210526315,20.0,300.0,0.9066666666666667,0.8717948717948718,0.9444444444444444,49810.0,-2339.7901,-2339.7901,0.0,1.95,57.0,2.5,0.9861172832807843,0.9819933183053956,0.9902760322220683,0.9865867933996647,0.9833083915651447,0.9898871290907018
0.173,-51.5801,-51.5801,0.0,0.540204081632653,0.6572141482855767,0.02,-83.84815051617247,-84.20979592699099,-83.84815051617247,0.0,0.010438854114233204,0.26666666666666666,0.4,0.2,15.0,10.0,0.16,0.125,0.2222222222222222,1801.0,-68.9485,-68.9485,0.0,1.95,57.0,2.5,0.45564515393787036,0.4933868758115264,0.4232672463125773,0.36235774203144944,0.2730772530277196,0.5383754024872806
0.111,-194.4893,-194.4893,0.0,0.4453159041394335,0.5964153674937991,0.02,-256.6353952206096,-198.6722303409395,-256.6353952206096,0.0,0.012241378109311344,0.4347826086956522,0.8333333333333334,0.29411764705882354,18.0,30.0,0.3137254901960784,0.4,0.25806451612903225,6469.0,-225.2287,-225.2287,0.0,1.95,57.0,2.5,0.8427573270732319,0.9202459022568051,0.7773049788012202,0.5921373926883977,0.7896085588908788,0.47367678761902
0.235,-664.8009,-664.8009,0.0,0.05701754385964913,0.11631578947368412,0.02,-884.3182669818934,-666.5496238071787,-884.3182669818934,0.0,0.018907540629066223,0.9230769230769231,0.9,0.9473684210526315,20.0,100.0,0.9315068493150684,0.918918918918919,0.9444444444444444,19707.0,-807.741,-807.741,0.0,1.95,57.0,2.5,0.9824476077714229,0.9792243992182071,0.9856921053834571,0.9890261979224819,0.9954360483743978,0.9826983684337982
0.309,-1999.9807,-1999.9807,0.0,0.07368421052631578,0.09039535026377132,0.02,-2695.0714656525306,-2000.8618864558453,-2695.0714656525306,0.0,0.009113063415297154,0.972972972972973,1.0,0.9473684210526315,20.0,300.0,0.8607594936708861,0.7906976744186046,0.9444444444444444,51906.0,-2459.5014,-2459.5014,0.0,1.95,57.0,2.5,0.9966301789550153,1.0,0.993282993021506,0.9880974970490031,0.9836153499210517,0.9926206797435543
0.27,-48.4514,-48.4514,0.0,0.7182539682539683,0.6214984882842021,0.001,-72.49447731198458,-55.69416567913553,-72.49447731198458,0.0,0.008544382518137716,0.4,0.5,0.3333333333333333,15.0,10.0,0.23529411764705882,0.23076923076923078,0.24,1691.0,-67.3949,-67.3949,0.0,3.568,58.0,1.609,0.6476431078993394,0.9139007916753876,0.5015271773614196,0.17095653486568088,0.130802775693985,0.2466831979137714
0.203,-140.3612,-140.3612,0.0,0.48370927318295753,0.5430294486215547,0.001,-260.5733546105728,-229.19876222465444,-260.5733546105728,0.0,0.009968713864074392,0.7499999999999999,0.6,1.0,20.0,30.0,0.3561643835616438,0.35135135135135137,0.3611111111111111,8893.0,-198.2063,-198.2063,0.0,3.568,58.0,1.609,0.9485961411015646,0.9022186223430992,1.0,0.7291042272072056,0.6689149698969309,0.801196207273082
2.945,-487.2335,-487.2335,0.0,0.08189743589743591,0.2627619047619042,0.001,-999.6219431143247,-963.8383737997318,-999.6219431143247,0.0,0.0007156496032126845,0.8,1.0,0.6666666666666666,26.0,100.0,0.7966101694915254,0.8703703703703703,0.734375,35304.0,-669.9851,-669.9851,0.0,3.568,58.0,1.609,0.9996317153744674,1.0,0.9992637019161987,0.9893762390841412,0.9879199273802974,0.9908368506805406
0.221,-1497.1385,-1497.1385,0.0,0.03761172161172161,0.14115382907690593,0.001,-2973.6453974485753,-2864.631143124534,-2973.6453974485753,0.0,0.0005112524465296815,0.9090909090909091,1.0,0.8333333333333334,26.0,300.0,0.912,0.9661016949152542,0.8636363636363636,99133.0,-2042.2077,-2042.2077,0.0,3.568,58.0,1.609,0.9998729370043692,1.0,0.9997459062946455,0.9980903234689775,0.9986900646679449,0.9974913021602836
0.125,-54.1852,-54.1852,0.0,0.8309429824561405,0.7489825753022341,0.01,-88.20227141813587,-97.32985642741615,-88.20227141813587,0.0,0.0015813983046932569,0.2222222222222222,0.16666666666666666,0.3333333333333333,20.0,10.0,0.13186813186813187,0.12244897959183673,0.14285714285714285,2643.0,-76.0933,-76.0933,0.0,3.568,58.0,1.609,0.5828186139040802,0.5247259304241051,0.6553755898278751,0.1004365028671892,0.08163453244424985,0.1304910493561877
0.271,-176.6636,-176.6636,0.0,0.399244142101285,0.5791129578827994,0.01,-324.1725638737601,-326.85307297899226,-324.1725638737601,0.0,0.0008325270565882732,0.4444444444444445,0.4,0.5,28.0,30.0,0.34782608695652173,0.41379310344827586,0.3,10342.0,-213.4572,-213.4572,0.0,3.568,58.0,1.609,0.9685555120222401,0.9439904938852021,0.994433176223565,0.7551357765715269,0.7609631484743709,0.7493969771337606
3.282,-637.4782,-637.4782,0.0,0.39497920380273316,0.6319194937884,0.01,-1228.9457469862243,-1032.8160888124364,-1228.9457469862243,0.0,0.0009080702041085513,0.2608695652173913,0.2727272727272727,0.25,34.0,100.0,0.3027027027027027,0.4745762711864407,0.2222222222222222,41782.0,-798.0529,-798.0529,0.0,3.568,58.0,1.609,0.8282004368536514,0.8594017974118544,0.7991852910915019,0.8532206753157593,0.8725802642409263,0.8347014876396701
0.457,-1904.5449,-1904.5449,0.0,0.283207062373729,0.4713005472712646,0.01,-3690.5058468325788,-1917.4331890304545,-3690.5058468325788,0.0,0.0030877897231348967,0.27586206896551724,0.36363636363636365,0.2222222222222222,37.0,300.0,0.5378151260504201,0.7441860465116279,0.42105263157894735,135433.0,-2388.4639,-2388.4639,0.0,3.568,58.0,1.609,0.9790074003771289,0.9676999903311312,0.9905821849816167,0.9285350323785955,0.9447534945070235,0.9128640128929936
0.96,-66.9226,-66.9226,0.0,0.5673557353976073,0.798135015320589,0.02,-125.44118671662464,-161.2538712348876,-125.44118671662464,0.0,0.0005474916902900974,0.0,0.0,0.0,29.0,10.0,0.1285714285714286,0.15254237288135594,0.1111111111111111,3893.0,-99.4325,-99.4325,0.0,3.568,58.0,1.609,0.0,0.0,0.0,0.1103847321458465,0.10068948730823152,0.12214599280840013
0.398,-179.7319,-179.7319,0.0,0.44848539415766314,0.6964921255078225,0.02,-356.83660136454273,-285.3453490471404,-356.83660136454273,0.0,0.0006652447143351594,0.17391304347826086,0.2222222222222222,0.14285714285714285,35.0,30.0,0.1758241758241758,0.35555555555555557,0.11678832116788321,11815.0,-235.019,-235.019,0.0,3.568,58.0,1.609,0.6029010708353087,0.5207717914767316,0.715785319635344,0.37369819265224574,0.5174510720940945,0.2924521699822575
0.442,-700.5602,-700.5602,0.0,0.455492992992993,0.6475268341367421,0.02,-1231.4342680630016,-732.6828070444775,-1231.4342680630016,0.0,0.0055242481993641335,0.2222222222222222,0.3333333333333333,0.16666666666666666,37.0,100.0,0.2183406113537118,0.3246753246753247,0.16447368421052633,44583.0,-820.5352,-820.5352,0.0,3.568,58.0,1.609,0.9458973637507698,0.9178740008234357,0.9756857619240499,0.7127121718875208,0.7543411860844284,0.6754375288024811
0.359,-2356.9112,-2356.9112,0.0,0.35647075647075643,0.5091736754726938,0.02,-3858.392459305566,-2364.5478094070168,-3858.392459305566,0.0,0.0056491612001763865,0.3333333333333333,0.6666666666666666,0.2222222222222222,37.0,300.0,0.3846153846153846,0.5487804878048781,0.29605263157894735,135390.0,-2794.4858,-2794.4858,0.0,3.568,58.0,1.609,0.9822821341542723,0.9961161897487233,0.9688270696934398,0.7825866214684323,0.7733046093000905,0.7920941655784122
0.018,-14.4901,-14.4901,0.0,0.8720238095238095,0.5401785714285715,0.001,-26.99495675216556,-12.10925868292955,-26.99495675216556,0.0,0.001262001096848757,0.0,0.0,0.0,8.0,10.0,0.5555555555555556,0.4166666666666667,0.8333333333333334,847.0,-16.3255,-16.3255,0.0,1.636,59.0,1.833,0.0,0.0,0.0,0.11484279921649437,0.06741886015802877,0.3872268653614525
0.031,-54.734,-54.734,0.0,0.7074074074074073,0.6053174603174601,0.001,-98.62265793630411,-47.124384942184506,-98.62265793630411,0.0,0.0035557666097828446,0.1818181818181818,0.16666666666666666,0.2,10.0,30.0,0.1935483870967742,0.23076923076923078,0.16666666666666666,3004.0,-61.9235,-61.9235,0.0,1.636,59.0,1.833,0.3372683132429902,0.30985534678035653,0.3700025118056802,0.12912165615695548,0.20787503780272376,0.09364447951959229
0.118,-226.5435,-226.5435,0.0,0.8045454545454545,0.6566666666666664,0.001,-377.98657119309297,-193.81414156706535,-377.98657119309297,0.0,0.005204131542538193,0.0,0.0,0.0,11.0,100.0,0.3255813953488372,0.3181818181818182,0.3333333333333333,11669.0,-250.3775,-250.3775,0.0,1.636,59.0,1.833,0.0,0.0,0.0,0.024929041143802465,0.015789494218703883,0.05919098808443323
0.068,-543.5388,-543.5388,0.0,0.03428571428571429,0.09610389610389611,0.001,-1098.3089234523682,-545.9191760356772,-1098.3089234523682,0.0,0.0061283455842591015,1.0,1.0,1.0,11.0,300.0,0.9130434782608696,0.84,1.0,32996.0,-695.8054,-695.8054,0.0,1.636,59.0,1.833,1.0,1.0,1.0,0.9865919944814958,0.9735387811316053,1.0
0.095,-10.6576,-10.6576,0.0,0.75,0.5407738095238096,0.01,-23.06075092989743,-7.734923115974907,-23.06075092989743,0.0,0.013308856571747702,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,829.0,-10.6576,-10.6576,0.0,1.636,59.0,1.833,0.0,0.0,0.0,0.0,0.0,0.0
0.067,-46.2771,-46.2771,0.0,0.8740079365079363,0.7145502645502644,0.01,-87.63008182029945,-52.75440468191008,-87.63008182029945,0.0,0.0014737311560244037,0.0,0.0,0.0,9.0,30.0,0.2580645161290323,0.21052631578947367,0.3333333333333333,2347.0,-51.7685,-51.7685,0.0,1.636,59.0,1.833,0.0,0.0,0.0,0.12561700586818247,0.07041942739451144,0.5811302996273604
0.109,-207.5666,-207.5666,0.0,0.5763636363636362,0.5154545454545455,0.01,-369.13444619056116,-210.81958584132624,-369.13444619056116,0.0,0.010873884119699442,0.2857142857142857,1.0,0.16666666666666666,11.0,100.0,0.6249999999999999,0.9090909090909091,0.47619047619047616,11567.0,-241.4941,-241.4941,0.0,1.636,59.0,1.833,0.5318504309245888,1.0,0.3622590246438784,0.8346226269075715,0.9126948838117253,0.7688545271511893
0.056,-651.1858,-651.1858,0.0,0.30666666666666675,0.42246753246753227,0.01,-1130.0617065766994,-653.9875420367222,-1130.0617065766994,0.0,0.008710851568525307,0.4,0.5,0.3333333333333333,11.0,300.0,0.7,0.7368421052631579,0.6666666666666666,33324.0,-766.7207,-766.7207,0.0,1.636,59.0,1.833,0.7015688168820801,0.8526279785693432,0.5959797412692978,0.8961587654385794,0.8586572814206301,0.9370855709558029
0.12,-23.749,-23.749,0.0,0.719047619047619,0.6003968253968255,0.02,-31.519211957053045,-26.030274343245424,-31.519211957053045,0.0,0.05,0.0,0.0,0.0,7.0,10.0,0.26666666666666666,0.2857142857142857,0.25,721.0,-29.2163,-29.2163,0.0,1.636,59.0,1.833,0.0,0.0,0.0,0.41694535740097477,0.35405559219925997,0.5070026141171395
0.12,-78.504,-78.504,0.0,0.8045454545454546,0.679090909090909,0.02,-122.86495468586949,-88.1802976150692,-122.86495468586949,0.0,0.00717151843858595,0.0,0.0,0.0,11.0,30.0,0.23076923076923073,0.6,0.14285714285714285,4014.0,-92.3223,-92.3223,0.0,1.636,59.0,1.833,0.0,0.0,0.0,0.5653761003425047,0.7192975669482014,0.46571780705685295
0.238,-255.6248,-255.6248,0.0,0.6818181818181818,0.6086363636363636,0.02,-387.90763094783244,-253.9429053913838,-387.90763094783244,0.0,0.0036440114813401686,0.0,0.0,0.0,11.0,100.0,0.37037037037037035,0.8333333333333334,0.23809523809523808,11217.0,-275.2062,-275.2062,0.0,1.636,59.0,1.833,0.0,0.0,0.0,0.6686236988932683,0.977977852708593,0.5079491273423616
0.12,-765.3779,-765.3779,0.0,0.5169696969696969,0.523181818181818,0.02,-1178.6799234513546,-773.7705260875834,-1178.6799234513546,0.0,0.009945885583095249,0.2857142857142857,1.0,0.16666666666666666,11.0,300.0,0.6486486486486486,0.75,0.5714285714285714,35117.0,-846.1846,-846.1846,0.0,1.636,59.0,1.833,0.6094048283964413,1.0,0.4382330967636747,0.8291266903420468,0.7909767676274347,0.8711431505292947
0.235,-45.937,-45.937,0.0,0.7659313725490198,0.8057088042436226,0.001,-72.83306141191892,-49.51557400477805,-72.83306141191892,0.0,0.006518155900900939,0.14285714285714288,1.0,0.07692307692307693,17.0,10.0,0.12903225806451613,0.6666666666666666,0.07142857142857142,3244.0,-53.7398,-53.7398,0.0,2.633,60.0,3.333,0.29391372870299015,1.0,0.17227366144828626,0.262679432124378,0.9977419447197831,0.15124977682233248
0.243,-140.5752,-140.5752,0.0,0.5065130596995658,0.652551820645234,0.001,-289.2640036946852,-185.09280790391347,-289.2640036946852,0.0,0.005063064029204961,0.29268292682926833,0.42857142857142855,0.2222222222222222,24.0,30.0,0.4972972972972973,0.6764705882352942,0.39316239316239315,9569.0,-178.5313,-178.5313,0.0,2.633,60.0,3.333,0.5902690446538698,0.6757178711081586,0.5240052455156667,0.8520698955699316,0.9151850312420339,0.7970985188087026
0.184,-474.7164,-474.7164,0.0,0.5842651515151513,0.6134214206273033,0.001,-993.0805406417505,-693.8226535797835,-993.0805406417505,0.0,0.00445610815955438,0.42105263157894735,0.7272727272727273,0.2962962962962963,25.0,100.0,0.6554621848739496,0.7222222222222222,0.6,36818.0,-574.0345,-574.0345,0.0,2.633,60.0,3.333,0.8314789367701999,0.9693338984945702,0.7279523379021352,0.7381320945591995,0.6805779172895343,0.8063198419752683
0.372,-1517.9766,-1517.9766,0.0,0.1490946715447622,0.4381796881862274,0.001,-3106.168783644656,-1527.0006826731742,-3106.168783644656,0.0,0.0024480156664571234,0.44117647058823534,0.7894736842105263,0.30612244897959184,30.0,300.0,0.8140161725067384,0.877906976744186,0.7587939698492462,102874.0,-1995.027,-1995.027,0.0,2.633,60.0,3.333,0.9511675966054042,0.9776789757333457,0.9260560580950565,0.9814995321463306,0.9772554288909673,0.9857806594567438
0.135,-53.7405,-53.7405,0.0,0.8318856161993411,0.7392754998985651,0.01,-93.53158108038147,-82.96334037894066,-93.53158108038147,0.0,0.006096346676859471,0.4444444444444444,0.8,0.3076923076923077,18.0,10.0,0.28828828828828834,0.43243243243243246,0.21621621621621623,2838.0,-72.0233,-72.0233,0.0,2.633,60.0,3.333,0.7081433689685475,0.9492263760562051,0.5647173527934836,0.31572499050308306,0.33310602607771345,0.3000678439429135
0.473,-157.4564,-157.4564,0.0,0.7632068971938258,0.76592379531158,0.01,-311.2181097857899,-202.4067994812352,-311.2181097857899,0.0,0.003881086637617297,0.22222222222222224,0.5,0.14285714285714285,27.0,30.0,0.2511627906976744,0.48214285714285715,0.16981132075471697,11099.0,-208.452,-208.452,0.0,2.633,60.0,3.333,0.7319976970753845,0.8408979994977643,0.6480695931581204,0.7713506040505429,0.8612707414654387,0.6984315361207363
0.305,-592.0652,-592.0652,0.0,0.4965376865901616,0.6438724534970891,0.01,-1044.483993288896,-600.7056760338018,-1044.483993288896,0.0,0.003029471939915253,0.25,0.5333333333333333,0.16326530612244897,30.0,100.0,0.5128205128205128,0.7079646017699115,0.4020100502512563,38317.0,-701.7064,-701.7064,0.0,2.633,60.0,3.333,0.7372172849325284,0.9508471355480017,0.6019706288606398,0.8243177564869782,0.8942325390521008,0.7645426625597485
4.023,-1733.506,-1733.506,0.0,0.26144159161400565,0.4241096026466206,0.01,-3141.8870541826836,-1746.1378462263829,-3141.8870541826836,0.0,0.003644378544144266,0.5588235294117647,1.0,0.3877551020408163,30.0,300.0,0.8328611898016998,0.9545454545454546,0.7386934673366834,87790.0,-2126.0141,-2126.0141,0.0,2.633,60.0,3.333,0.9362536497550021,1.0,0.8801474614125518,0.970180165596064,0.9610064593702596,0.9795307030679867
0.045,-45.8041,-45.8041,0.0,0.8659565580618211,0.7973242085858182,0.02,-78.70810500723958,-53.48657699227029,-78.70810500723958,0.0,0.0029154693612607765,0.10526315789473684,0.5,0.058823529411764705,19.0,10.0,0.1320754716981132,0.4666666666666667,0.07692307692307693,2940.0,-56.2817,-56.2817,0.0,2.633,60.0,3.333,0.0016267655080190837,0.005517715138225295,0.0009540172692789043,0.08709058086410504,0.23519489604461144,0.05343934845920635
0.134,-148.9684,-148.9684,0.0,0.7748907804018654,0.800605694669909,0.02,-317.9902502667447,-192.25357011907894,-317.9902502667447,0.0,0.0030082707073850567,0.06896551724137931,0.2,0.041666666666666664,29.0,30.0,0.23791821561338286,0.4444444444444444,0.16243654822335024,11121.0,-195.0003,-195.0003,0.0,2.633,60.0,3.333,0.3381138881051843,0.6682585088906263,0.22630886861671912,0.33958207395653345,0.7079927275626894,0.22335645073021965
2.107,-655.2011,-655.2011,0.0,0.28507776499662907,0.44320221586929115,0.02,-1074.2508080463763,-662.8975589424092,-1074.2508080463763,0.0,0.007385782322901912,0.5,0.8947368421052632,0.3469387755102041,30.0,100.0,0.735632183908046,0.8590604026845637,0.6432160804020101,31410.0,-789.8301,-789.8301,0.0,2.633,60.0,3.333,0.915598024511142,0.9724203106514542,0.8650498125536821,0.9378410410242007,0.9674371659429292,0.9100019900532198
